Unique ID,Agency Name,Bureau Name,Program Name,Category,Subcategory,Project Name,City,County,State,Funding Amount Excluding Loans,Funding Source,Program Type,Project on Map,Historic ID,city,Place_Name,Average Household Size_(Total),Median household income,Median house value,White,Black_or_African_American,Asian,Hispanic or Latino,American_Indian_and_Alaska_Native,Total_Population
38030,Department of Commerce,National Oceanic and Atmospheric Administration,Facilities of the National Oceanic and Atmospheric Administration and National Marine Sanctuaries,Parks and Conservation,Parks and Conservation,Stellwagen Bank National Marine Sanctuary,Provincetown,Barnstable,Massachusetts,15000000.0,IRA,Discretionary,Y,IRA-1222,provincetown,Provincetown,1.73,58313,626300,2475,57,35,124,0,2730
41233,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"Rural Energy for America Program, Renewable Energy Systems and Energy Efficiency Improvement Support",Provincetown,Barnstable,Massachusetts,212173.0,IRA,Discretionary,Y,IRA-5414,provincetown,Provincetown,1.73,58313,626300,2475,57,35,124,0,2730
27068,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Quincy,Norfolk,Massachusetts,149380.0,BIL,Both,N,A-7109,quincy,Quincy,2.26,77562,428600,57581,4835,28602,2908,122,94207
41765,Department of Housing and Urban Development,"Office of Housing, Multifamily Housing, Office of Recapitalization",Green and Resilient Retrofit Program - Elements Cohort,"Clean Energy, Buildings, and Manufacturing",Clean Buildings and Homes,Bauer House,Quincy,Norfolk,Massachusetts,750000.0,IRA,Discretionary,Y,IRA-5946,quincy,Quincy,2.26,77562,428600,57581,4835,28602,2908,122,94207
,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Pedestrian Crossing Safety Improvements in Senior and School Zones Demonstration Program ,Quincy,Norfolk,Massachusetts,126400.0,BIL,Discretionary,,,quincy,Quincy,2.26,77562,428600,57581,4835,28602,2908,122,94207
38369,Department of Agriculture,Forest Service,Urban and Community Forestry Assistance Program,Parks and Conservation,Parks and Conservation,Urban Forest Climate Resiliency & Equity Plan,Quincy,Norfolk,Massachusetts,750000.0,IRA,Both,Y,IRA-2517,quincy,Quincy,2.26,77562,428600,57581,4835,28602,2908,122,94207
,Department of Transportation,Federal Transit Administration,Urbanized Area Passenger Ferry Program,Transportation,Public Transportation,Ferry Service Funding: Massachusetts Bay Transportation Authority,Quincy,Norfolk,Massachusetts,4224246.0,BIL,Discretionary,,,quincy,Quincy,2.26,77562,428600,57581,4835,28602,2908,122,94207
27069,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Revere,Suffolk,Massachusetts,116740.0,BIL,Both,N,A-7110,revere,Revere,2.78,62568,373800,41933,2942,2609,18042,140,53692
41746,Department of Housing and Urban Development,"Office of Housing, Multifamily Housing, Office of Recapitalization",Green and Resilient Retrofit Program - Comprehensive Cohort,"Clean Energy, Buildings, and Manufacturing",Clean Buildings and Homes,Jack Satter House,Revere,Suffolk,Massachusetts,20000000.0,IRA,Discretionary,Y,IRA-5927,revere,Revere,2.78,62568,373800,41933,2942,2609,18042,140,53692
15586,Department of Homeland Security,Federal Emergency Management Agency,Building Resilient Infrastructure and Communities (Robert T Stafford Act Section 203(i)),Resilience,Resilience,Rockport - Vulnerability Assessment of Coastal Wastewater Infrastructure,Rockport,Essex,Massachusetts,150000.0,BIL,Formula,Y,P-16582,rockport,Rockport,2.16,81765,563900,5167,4,4,52,0,5260
18468,Department of Energy,Energy Efficiency and Renewable Energy,Section 243 Hydroelectric Efficiency Improvement Incentives (Sec 40332),"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,Hydroelectric Efficiency Improvement Incentives - Massachusetts,Russell,Hampden,Massachusetts,573000.0,BIL,Discretionary,N,P-20419,russell,Russell,2.11,49073,175000,478,17,0,57,5,526
49502,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Revolving Loan Fund (RLF) Grant Program,Salem,Essex,Massachusetts,1000000.0,BIL,Discretionary,Y,,salem,Salem,2.25,68808,367200,34176,2855,1085,7710,271,43252
27070,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Salem,Essex,Massachusetts,76490.0,BIL,Both,N,A-7111,salem,Salem,2.25,68808,367200,34176,2855,1085,7710,271,43252
41700,Department of Housing and Urban Development,"Office of Housing, Multifamily Housing, Office of Recapitalization",Green and Resilient Retrofit Program - Leading Edge Cohort,"Clean Energy, Buildings, and Manufacturing",Clean Buildings and Homes,Fairweather Apartments - Salem,Salem,Essex,Massachusetts,7620000.0,IRA,Discretionary,Y,IRA-5881,salem,Salem,2.25,68808,367200,34176,2855,1085,7710,271,43252
50427,Department of Transportation,DOT Office of the Secretary,Local and Regional Project Assistance Grants (RAISE),Transportation,"Roads, Bridges, and Major Projects",South Salem Commuter Rail Stop Project,Salem,Essex,Massachusetts,2776000.0,BIL,Discretionary,N,,salem,Salem,2.25,68808,367200,34176,2855,1085,7710,271,43252
3446,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Operation and Maintenance (No-Year),Transportation,Ports and Waterways,"Salem Harbor, MA",Salem,Essex,Massachusetts,2950000.0,BIL,Discretionary,Y,P-3446,salem,Salem,2.25,68808,367200,34176,2855,1085,7710,271,43252
6046,Department of Transportation,Maritime Administration,Port Infrastructure Development Program Grants,Transportation,Ports and Waterways,Salem Wind Port,Salem,Essex,Massachusetts,33835953.0,BIL,Discretionary,Y,P-6216,salem,Salem,2.25,68808,367200,34176,2855,1085,7710,271,43252
7987,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,"Salem, MA Safe Streets and Roads for All Action Plan",Salem,Essex,Massachusetts,200000.0,BIL,Discretionary,Y,P-8204,salem,Salem,2.25,68808,367200,34176,2855,1085,7710,271,43252
14752,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Major Rehabilitation for Rivers and Harbors,Transportation,Ports and Waterways,"SALEM HARBOR, MA",Salem,Essex,Massachusetts,5000000.0,BIL,Discretionary,Y,P-15493,salem,Salem,2.25,68808,367200,34176,2855,1085,7710,271,43252
48951,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Clean School Bus Rebate Program,Salem,Essex,Massachusetts,2600000.0,BIL,Discretionary,Y,,salem,Salem,2.25,68808,367200,34176,2855,1085,7710,271,43252
ASST_NON_693JJ22330000Y800MA0034020_6925,Department of Transportation,Federal Highway Administration,"Promoting Resilient Operations for Transformative, Efficient, and Cost-Saving Transportation (PROTECT) - Formula",Resilience,Resilience,Salisbury- Reconstruction of Route 1 (Lafayette Road),Salisbury,Essex,Massachusetts,5000000.0,BIL,Formula,USAspending,,salisbury,Salisbury,2.16,78787,359900,5029,0,0,206,0,5131
44974,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Saugus,Saugus,Essex,Massachusetts,250000.0,BIL,Formula,Y,,saugus,Saugus,2.67,88667,394900,25591,594,1065,2439,96,28215
15585,Department of Homeland Security,Federal Emergency Management Agency,Building Resilient Infrastructure and Communities (Robert T Stafford Act Section 203(i)),Resilience,Resilience,Flood Damage Reduction in Scituate Harbor District,Scituate,Plymouth,Massachusetts,71250.0,BIL,Formula,Y,P-16581,scituate,Scituate,2.48,140419,540100,5348,0,0,41,0,5558
14631,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Continuing Authorities Program (Under Flood Control Act And River And Harbor Act),Resilience,Resilience,"SCITUATE, MA (CAP SECTION 103)",Scituate,Plymouth,Massachusetts,200000.0,BIL,Discretionary,Y,P-15372,scituate,Scituate,2.48,140419,540100,5348,0,0,41,0,5558
27072,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Somerville,Middlesex,Massachusetts,131920.0,BIL,Both,N,A-7113,somerville,Somerville,2.37,97328,664700,61296,4985,8303,9995,159,80906
13720,Department of Energy,Fossil Energy and Carbon Management,Pre-Commercial Direct Air Capture Prize Competitions,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,Innovations in Carbon Dioxide Removal - NECEC Institute Inc. (Cleantech Open Northeast),Somerville,Middlesex,Massachusetts,100000.0,BIL,Discretionary,Y,P-14325,somerville,Somerville,2.37,97328,664700,61296,4985,8303,9995,159,80906
16584,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Somerville Bicycle Network Vision Safety Demonstration Project,Somerville,Middlesex,Massachusetts,3984000.0,BIL,Discretionary,Y,P-17680,somerville,Somerville,2.37,97328,664700,61296,4985,8303,9995,159,80906
7988,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,West Broadway Vision Zero Supplemental Action Plan,Somerville,Middlesex,Massachusetts,116800.0,BIL,Discretionary,Y,P-8205,somerville,Somerville,2.37,97328,664700,61296,4985,8303,9995,159,80906
1681,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Southbridge Municipal - 3B0,Southbridge,Worcester,Massachusetts,159000.0,BIL,Both,Y,P-1681,southbridge,Southbridge,2.45,51270,198400,13873,575,72,5548,49,16887
10264,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Southbridge Municipal - 3B0,Southbridge,Worcester,Massachusetts,145000.0,BIL,Both,Y,P-10517,southbridge,Southbridge,2.45,51270,198400,13873,575,72,5548,49,16887
20165,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Southbridge Municipal - 3B0,Southbridge,Worcester,Massachusetts,144000.0,BIL,Both,Y,P-22277,southbridge,Southbridge,2.45,51270,198400,13873,575,72,5548,49,16887
7997,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Safe Streets for All Action Plan Grant to Southbridge in Massachusetts,Southbridge,Worcester,Massachusetts,60000.0,BIL,Discretionary,Y,P-8214,southbridge,Southbridge,2.45,51270,198400,13873,575,72,5548,49,16887
38372,Department of Agriculture,Forest Service,Urban and Community Forestry Assistance Program,Parks and Conservation,Parks and Conservation,Implement an Urban and Community Forestry Program in the Town of Southbridge,Southbridge,Worcester,Massachusetts,1000000.0,IRA,Both,Y,IRA-2520,southbridge,Southbridge,2.45,51270,198400,13873,575,72,5548,49,16887
49548,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Cleanup Grants,Spencer,Worcester,Massachusetts,500000.0,BIL,Discretionary,Y,,spencer,Spencer,2.33,59331,222500,5155,107,368,214,0,5792
15045,Federal Communications Commission,Federal Communications Commission,Affordable Connectivity Program - Outreach Grants,Broadband,Broadband,"National Competitive Outreach Program Round 1: Baystate Medical Center, Inc.",Springfield,Hampden,Massachusetts,300000.0,BIL,Discretionary,Y,P-16025,springfield,Springfield,2.64,39432,156200,97614,32278,4157,69301,678,154139
49549,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Cleanup Grants,Springfield,Hampden,Massachusetts,5000000.0,BIL,Discretionary,Y,,springfield,Springfield,2.64,39432,156200,97614,32278,4157,69301,678,154139
49550,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Cleanup Grants,Springfield,Hampden,Massachusetts,1000000.0,BIL,Discretionary,Y,,springfield,Springfield,2.64,39432,156200,97614,32278,4157,69301,678,154139
,Environmental Protection Agency,Environmental Protection Agency,Community Change Grants,Resilience,Resilience,Springfield Community Change,Springfield,Hampden,Massachusetts,20000000.0,IRA,Discretionary,,,springfield,Springfield,2.64,39432,156200,97614,32278,4157,69301,678,154139
27073,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Springfield,Hampden,Massachusetts,197920.0,BIL,Both,N,A-7114,springfield,Springfield,2.64,39432,156200,97614,32278,4157,69301,678,154139
7989,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Implementation Application - Springfield Citywide Safety Improvements for Intersections and Corridors throughout the City,Springfield,Hampden,Massachusetts,15012800.0,BIL,Discretionary,Y,P-8206,springfield,Springfield,2.64,39432,156200,97614,32278,4157,69301,678,154139
16587,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,SSFA Planning and Demonstration Grant for a Regional Safety Action Plan and Demonstration Project for the Pioneer Valley region of Western Massachusetts.,Springfield,Hampden,Massachusetts,1000000.0,BIL,Discretionary,Y,P-17683,springfield,Springfield,2.64,39432,156200,97614,32278,4157,69301,678,154139
38371,Department of Agriculture,Forest Service,Urban and Community Forestry Assistance Program,Parks and Conservation,Parks and Conservation,"Springfield ""Speaks for the Trees"" Revitalizing Urban Tree Canopy in Underserved Communities",Springfield,Hampden,Massachusetts,6000000.0,IRA,Both,Y,IRA-2519,springfield,Springfield,2.64,39432,156200,97614,32278,4157,69301,678,154139
18481,Department of Energy,Energy Efficiency and Renewable Energy,Section 243 Hydroelectric Efficiency Improvement Incentives (Sec 40332),"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,Hydroelectric Efficiency Improvement Incentives - Massachusetts,Springfield,Hampden,Massachusetts,5000000.0,BIL,Discretionary,N,P-20432,springfield,Springfield,2.64,39432,156200,97614,32278,4157,69301,678,154139
3440,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Operation and Maintenance (No-Year),Transportation,Ports and Waterways,"East Brimfield Lake, MA",Sturbridge,Worcester,Massachusetts,100000.0,BIL,Discretionary,Y,P-3440,sturbridge,Sturbridge,2.55,102059,273700,2093,41,92,40,0,2243
1683,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Taunton Municipal - King Field - TAN,Taunton,Bristol,Massachusetts,159000.0,BIL,Both,Y,P-1683,taunton,Taunton,2.52,62865,271800,45623,5026,1059,5166,15,57124
10266,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Taunton Municipal ‐ King Field - TAN,Taunton,Bristol,Massachusetts,145000.0,BIL,Both,Y,P-10519,taunton,Taunton,2.52,62865,271800,45623,5026,1059,5166,15,57124
20167,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Taunton Municipal ‐ King Field - TAN,Taunton,Bristol,Massachusetts,144000.0,BIL,Both,Y,P-22279,taunton,Taunton,2.52,62865,271800,45623,5026,1059,5166,15,57124
27074,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Taunton,Bristol,Massachusetts,119000.0,BIL,Both,N,A-7115,taunton,Taunton,2.52,62865,271800,45623,5026,1059,5166,15,57124
20168,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Martha's Vineyard - MVY,Vineyard Haven,Dukes,Massachusetts,1047797.0,BIL,Both,Y,P-22280,vineyard haven,Vineyard Haven,2.21,62521,577500,1845,211,0,3,0,2123
246,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Martha's Vineyard - MVY,Vineyard Haven,Dukes,Massachusetts,1034232.0,BIL,Both,Y,P-246,vineyard haven,Vineyard Haven,2.21,62521,577500,1845,211,0,3,0,2123
10267,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Martha's Vineyard - MVY,Vineyard Haven,Dukes,Massachusetts,1033823.0,BIL,Both,Y,P-10520,vineyard haven,Vineyard Haven,2.21,62521,577500,1845,211,0,3,0,2123
41230,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"Rural Energy for America Program, Renewable Energy Systems and Energy Efficiency Improvement Support",Vineyard Haven,Dukes,Massachusetts,142272.0,IRA,Discretionary,Y,IRA-5411,vineyard haven,Vineyard Haven,2.21,62521,577500,1845,211,0,3,0,2123
8933,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Natural Gas Distribution Infrastructure Safety and Modernization Grants,Transportation,Safety,Natural Gas Distribution Infrastructure Grant: Wakefield Municipal Gas & Light Department,Wakefield,Middlesex,Massachusetts,1275059.0,BIL,Discretionary,Y,P-9186,wakefield,Wakefield,2.48,100278,505800,25198,473,647,932,15,26993
27075,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Waltham,Middlesex,Massachusetts,129590.0,BIL,Both,N,A-7116,waltham,Waltham,2.33,95964,536500,45146,4450,7321,8536,267,62777
12508,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Former Ware Manufactured Gas Plant Brownfield Cleanup Grant,Ware,Hampshire,Massachusetts,500000.0,BIL,Discretionary,Y,P-13026,ware,Ware,2.20,42550,179400,5653,88,0,630,0,5888
12508,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Former Ware Manufactured Gas Plant Brownfield Cleanup Grant,Ware,Hampshire,Massachusetts,500000.0,BIL,Discretionary,Y,P-13026,ware,Ware,1.71,21000,168300,510,0,0,0,0,510
7998,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Ware SS4A Action Plan Development Project,Ware,Hampshire,Massachusetts,40500.0,BIL,Discretionary,Y,P-8215,ware,Ware,2.20,42550,179400,5653,88,0,630,0,5888
7998,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Ware SS4A Action Plan Development Project,Ware,Hampshire,Massachusetts,40500.0,BIL,Discretionary,Y,P-8215,ware,Ware,1.71,21000,168300,510,0,0,0,0,510
27076,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Watertown,Middlesex,Massachusetts,76220.0,BIL,Both,N,A-7117,watertown,Watertown,2.25,101103,559700,29303,577,3497,3272,96,35401
,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Watertown Safe Streets Initiative,Watertown,Middlesex,Massachusetts,806192.0,BIL,Discretionary,Y,P-8206,watertown,Watertown,2.25,101103,559700,29303,577,3497,3272,96,35401
38370,Department of Agriculture,Forest Service,Urban and Community Forestry Assistance Program,Parks and Conservation,Parks and Conservation,"Tree Planting in the City of Watertown, Massachusetts",Watertown,Middlesex,Massachusetts,100000.0,IRA,Both,Y,IRA-2518,watertown,Watertown,2.25,101103,559700,29303,577,3497,3272,96,35401
18797,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,West Bridgewater,West Bridgewater,Plymouth,Massachusetts,43350.0,BIL,Formula,Y,P-20753,west bridgewater,West Bridgewater,2.80,95675,358900,23296,2360,592,1075,69,27436
6027,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Lower Pioneer Valley Educational Collaborative,West Springfield,Hampden,Massachusetts,9875000.0,BIL,Discretionary,Y,P-6189,west springfield,West Springfield,2.26,53053,225100,24906,916,1158,3030,91,28609
27077,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Westfield,Hampden,Massachusetts,76430.0,BIL,Both,N,A-7118,westfield,Westfield,2.49,67862,234400,38277,683,1167,3958,46,41449
8932,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Natural Gas Distribution Infrastructure Safety and Modernization Grants,Transportation,Safety,Natural Gas Distribution Infrastructure Grant: Westfield Gas and Electric Light Dept.,Westfield,Hampden,Massachusetts,10000000.0,BIL,Discretionary,Y,P-9185,westfield,Westfield,2.49,67862,234400,38277,683,1167,3958,46,41449
16585,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,SS4A Planning and Demonstration Grant for the Westfield,Westfield,Hampden,Massachusetts,200000.0,BIL,Discretionary,Y,P-17681,westfield,Westfield,2.49,67862,234400,38277,683,1167,3958,46,41449
44863,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Natural Gas Distribution Infrastructure Safety and Modernization Grants,Transportation,Safety,Westfield Gas and Electric Light Dept. (City of Westfield),Westfield,Hampden,Massachusetts,3760405.0,BIL,Discretionary,Y,,westfield,Westfield,2.49,67862,234400,38277,683,1167,3958,46,41449
44862,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Natural Gas Distribution Infrastructure Safety and Modernization Grants,Transportation,Safety,Westfield Gas and Electric Light Dept. (City of Westfield),Westfield,Hampden,Massachusetts,3579535.0,BIL,Discretionary,Y,,westfield,Westfield,2.49,67862,234400,38277,683,1167,3958,46,41449
7999,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Weymouth Vision Zero Safety Action Plan,Weymouth,Norfolk,Massachusetts,336000.0,BIL,Discretionary,Y,P-8216,weymouth,Weymouth,2.37,84942,375400,47806,3189,3880,2153,64,56734
27078,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Weymouth,Norfolk,Massachusetts,117020.0,BIL,Both,N,A-7119,weymouth,Weymouth,2.37,84942,375400,47806,3189,3880,2153,64,56734
18795,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Whitinsville Water Company,Whitinsville,Worcester,Massachusetts,85000.0,BIL,Formula,Y,P-20751,whitinsville,Whitinsville,2.78,77340,319200,6116,265,148,408,47,7220
44981,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Williamstown,Williamstown,Berkshire,Massachusetts,119000.0,BIL,Formula,Y,,williamstown,Williamstown,2.10,82917,374600,3516,266,383,409,22,4506
42150,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"DEMAYO, LISA",Williamstown,Berkshire,Massachusetts,68038.0,IRA,Discretionary,Y,IRA-6333,williamstown,Williamstown,2.10,82917,374600,3516,266,383,409,22,4506
27079,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Woburn,Middlesex,Massachusetts,76570.0,BIL,Both,N,A-7120,woburn,Woburn,2.51,91022,453900,32119,2397,3555,1839,0,40304
42006,Department of Commerce,National Oceanic and Atmospheric Administration,Investing in Coastal Communities and Climate Resilience,Resilience,Climate Resilience,"Accelerating Resilience: Linking Research, Industry, and the Public Across the Value Chain",Woods Hole,Barnstable,Massachusetts,225480.0,IRA,Discretionary,Y,IRA-6189,woods hole,Woods Hole,1.84,97569,809000,781,0,0,0,0,816
247,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Worcester Regional - ORH,Worcester,Worcester,Massachusetts,1332693.0,BIL,Both,Y,P-247,worcester,Worcester,2.38,48139,227100,128042,24604,13695,40510,1124,185143
10269,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Worcester Regional - ORH,Worcester,Worcester,Massachusetts,1331939.0,BIL,Both,Y,P-10522,worcester,Worcester,2.38,48139,227100,128042,24604,13695,40510,1124,185143
20170,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Worcester Regional - ORH,Worcester,Worcester,Massachusetts,1324345.0,BIL,Both,Y,P-22282,worcester,Worcester,2.38,48139,227100,128042,24604,13695,40510,1124,185143
49509,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Revolving Loan Fund (RLF) Grant Program,Worcester,Worcester,Massachusetts,3500000.0,BIL,Discretionary,Y,,worcester,Worcester,2.38,48139,227100,128042,24604,13695,40510,1124,185143
12511,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Community-wide Brownfield RLF Supp Grant,Worcester,Worcester,Massachusetts,2700000.0,BIL,Discretionary,Y,P-13029,worcester,Worcester,2.38,48139,227100,128042,24604,13695,40510,1124,185143
12507,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,400 Block property Brownfield Cleanup Grant,Worcester,Worcester,Massachusetts,2000000.0,BIL,Discretionary,Y,P-13025,worcester,Worcester,2.38,48139,227100,128042,24604,13695,40510,1124,185143
27080,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Worcester,Worcester,Massachusetts,232230.0,BIL,Both,N,A-7121,worcester,Worcester,2.38,48139,227100,128042,24604,13695,40510,1124,185143
CONT_AWD_6973GH22F01716_6920_6973GH22D00016_6920,Department of Transportation,Federal Aviation Administration,Facilities and Equipment,Transportation,Airports and Federal Aviation Administration Facilities,"BIL Funding For EG Installation at Worcester, MA (Orh) Atct Jcn:22005470",Worcester,Worcester,Massachusetts,669667.46,BIL,Discretionary,USAspending,,worcester,Worcester,2.38,48139,227100,128042,24604,13695,40510,1124,185143
42861,Department of Housing and Urban Development,"Office of Housing, Multifamily Housing, Office of Recapitalization",Green and Resilient Retrofit Program - Comprehensive Cohort,"Clean Energy, Buildings, and Manufacturing",Clean Buildings and Homes,Colony Retirement Homes III,Worcester,Worcester,Massachusetts,8000000.0,IRA,Discretionary,Y,IRA-7040,worcester,Worcester,2.38,48139,227100,128042,24604,13695,40510,1124,185143
7990,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Roadway Safety Action Plan Development,Worcester,Worcester,Massachusetts,200000.0,BIL,Discretionary,Y,P-8207,worcester,Worcester,2.38,48139,227100,128042,24604,13695,40510,1124,185143
37657,Environmental Protection Agency,Office of Air and Radiation,Climate Pollution Reduction Grants: Planning Grants,Environmental Remediation,Environmental Remediation,Central Massachusetts Regional Planning Council,Worcester,Worcester,Massachusetts,1000000.0,IRA,Formula,Y,IRA-737,worcester,Worcester,2.38,48139,227100,128042,24604,13695,40510,1124,185143
16575,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Central Mass Safe Streets for All Action Plan and Worcester Main South Demonstration Project,Worcester,Worcester,Massachusetts,480000.0,BIL,Discretionary,N,P-17671,worcester,Worcester,2.38,48139,227100,128042,24604,13695,40510,1124,185143
